Date,NVDA_Close,GSPC_Close,NVDA_Volume,GSPC_Volume,NVDA_Return,GSPC_Return,NVDA_RollingVol,GSPC_RollingVol,NVDA_Direction,NVDA_Return_lag1,NVDA_Momentum_5D,NVDA_vs_GSPC_Return_Spread,NVDA_RollingVol_10D,NVDA_Volume_MA_5,NVDA_Volume_Spike,NVDA_GSPC_RollingCorr_10D
2013-02-20,0.285643,1511.949951,713012000,4240570000,-0.014331,-0.012404,0.013335,0.005172,0,-0.013354,-0.004024,-0.001927,0.013101,723783200.000000,0,0.193771
2013-02-21,0.283566,1502.420044,580408000,4274600000,-0.007270,-0.006303,0.012797,0.005290,1,-0.014331,-0.006468,-0.000967,0.013053,668585600.000000,0,0.254584
2013-02-22,0.288873,1515.599976,370148000,3419320000,0.018714,0.008772,0.012565,0.005470,0,-0.007270,-0.016495,0.009942,0.014262,566196000.000000,0,0.392642
2013-02-25,0.283797,1487.849976,644444000,4011050000,-0.017572,-0.018310,0.013008,0.006398,1,0.018714,-0.033777,0.000738,0.015394,548312800.000000,0,0.521679
2013-02-26,0.287163,1496.939941,487504000,3975280000,0.011861,0.006109,0.013172,0.006482,1,-0.017572,-0.009086,0.005752,0.015441,559103200.000000,0,0.565803
2013-02-27,0.292502,1515.989990,476980000,3551850000,0.018594,0.012726,0.013565,0.006842,1,0.011861,0.024012,0.005868,0.016359,511896800.000000,0,0.654143
2013-02-28,0.293895,1514.680054,591392000,3912320000,0.004761,-0.000864,0.013070,0.006850,1,0.018594,0.036425,0.005625,0.016188,514093600.000000,0,0.664642
2013-03-01,0.295056,1518.199951,389396000,3695610000,0.003950,0.002324,0.013008,0.006853,0,0.004761,0.021404,0.001626,0.013406,517943200.000000,0,0.782979
2013-03-04,0.293895,1525.199951,353680000,3414430000,-0.003934,0.004611,0.012871,0.006832,1,0.003950,0.035582,-0.008545,0.013480,459790400.000000,0,0.753996
2013-03-05,0.297145,1539.790039,366168000,3610690000,0.011059,0.009566,0.012899,0.006997,0,-0.003934,0.034761,0.001493,0.012966,435523200.000000,0,0.928248
2013-03-06,0.296913,1541.459961,342928000,3676890000,-0.000782,0.001085,0.012844,0.006971,0,0.011059,0.015080,-0.001867,0.011642,408712800.000000,0,0.904591
2013-03-07,0.296217,1544.260010,314824000,3634710000,-0.002345,0.001816,0.012870,0.006971,1,-0.000782,0.007901,-0.004161,0.011211,353399200.000000,0,0.880450
2013-03-08,0.297610,1551.180054,246464000,3652260000,0.004702,0.004481,0.012868,0.006995,0,-0.002345,0.008656,0.000221,0.010043,324812800.000000,0,0.888864
2013-03-11,0.294824,1556.219971,299748000,3091080000,-0.009360,0.003249,0.012658,0.006961,1,0.004702,0.003161,-0.012609,0.008367,314026400.000000,0,0.695392
2013-03-12,0.295752,1552.479980,310856000,3274910000,0.003149,-0.002403,0.012344,0.006970,0,-0.009360,-0.004688,0.005552,0.007879,302964000.000000,0,0.612084
2013-03-13,0.295752,1554.520020,485840000,3073830000,0.000000,0.001314,0.011624,0.006930,1,0.003149,-0.003910,-0.001314,0.005669,331546400.000000,0,0.252271
2013-03-14,0.295985,1563.229980,383304000,3459260000,0.000785,0.005603,0.011611,0.006914,0,0.000000,-0.000783,-0.004818,0.005523,345242400.000000,0,0.354539
2013-03-15,0.293431,1560.699951,355776000,5175850000,-0.008627,-0.001618,0.011701,0.006898,0,0.000785,-0.014042,-0.007009,0.006107,367104800.000000,0,0.508196
2013-03-18,0.291342,1552.099976,298312000,3164560000,-0.007120,-0.005510,0.011706,0.006808,0,-0.008627,-0.011810,-0.001610,0.006381,366817600.000000,0,0.631012
2013-03-19,0.289485,1548.339966,355480000,3796210000,-0.006375,-0.002423,0.011305,0.006428,1,-0.007120,-0.021190,-0.003952,0.004996,375742400.000000,0,0.417493
2013-03-20,0.292967,1558.709961,340588000,3349090000,0.012029,0.006697,0.010734,0.006278,0,-0.006375,-0.009417,0.005332,0.006822,346692000.000000,0,0.599315
2013-03-21,0.288324,1545.800049,339032000,3243270000,-0.015848,-0.008282,0.011044,0.006505,1,0.012029,-0.025883,-0.007566,0.008238,337837600.000000,0,0.736172
2013-03-22,0.289717,1556.890015,232476000,2948380000,0.004831,0.007174,0.011038,0.006589,0,-0.015848,-0.012657,-0.002343,0.008251,313177600.000000,0,0.742494
2013-03-25,0.288092,1551.689941,362076000,3178170000,-0.005609,-0.003340,0.011042,0.006577,1,0.004831,-0.011155,-0.002269,0.007993,325930400.000000,0,0.850236
2013-03-26,0.290181,1563.770020,232540000,2869260000,0.007252,0.007785,0.010927,0.006695,1,-0.005609,0.002404,-0.000533,0.008398,301342400.000000,0,0.931286
2013-03-27,0.293663,1562.849976,254944000,2914210000,0.012000,-0.000588,0.011058,0.006700,1,0.007252,0.002376,0.012588,0.009482,284213600.000000,0,0.788682
2013-03-28,0.297842,1569.189941,349276000,3304440000,0.014229,0.004057,0.011266,0.006723,0,0.012000,0.033011,0.010172,0.010598,286262400.000000,0,0.808433
2013-04-01,0.288092,1562.170044,442828000,2753110000,-0.032736,-0.004474,0.011688,0.006799,0,0.014229,-0.005609,-0.028262,0.014842,328332800.000000,0,0.734393
2013-04-02,0.285074,1570.250000,371524000,3312160000,-0.010475,0.005172,0.011825,0.006833,0,-0.032736,-0.010476,-0.015647,0.015014,330222400.000000,0,0.655115
2013-04-03,0.281592,1553.689941,353156000,4060610000,-0.012215,-0.010546,0.011786,0.007047,1,-0.010475,-0.029599,-0.001669,0.015311,354345600.000000,0,0.648385
2013-04-04,0.284377,1559.979980,294676000,3350670000,0.009893,0.004048,0.011662,0.006635,1,-0.012215,-0.031621,0.005845,0.015097,362292000.000000,0,0.627161
2013-04-05,0.289252,1553.280029,551352000,3515410000,0.017143,-0.004295,0.011991,0.006568,0,0.009893,-0.028841,0.021438,0.015543,402707200.000000,0,0.408113
2013-04-08,0.288556,1563.069946,326660000,2887120000,-0.002408,0.006303,0.011509,0.006484,1,0.017143,0.001611,-0.008711,0.015484,379473600.000000,0,0.360651
2013-04-09,0.293199,1568.609985,380584000,3252780000,0.016089,0.003544,0.011374,0.005366,1,-0.002408,0.028501,0.012545,0.016162,381285600.000000,0,0.369728
2013-04-10,0.297842,1587.729980,384688000,3453350000,0.015836,0.012189,0.011525,0.005642,0,0.016089,0.057708,0.003647,0.016698,387592000.000000,0,0.437410
2013-04-11,0.296449,1593.369995,969220000,3393950000,-0.004677,0.003552,0.011095,0.005277,1,0.015836,0.042451,-0.008229,0.016502,522500800.000000,0,0.455957
2013-04-12,0.303877,1588.849976,770548000,3206290000,0.025059,-0.002837,0.011949,0.005322,0,-0.004677,0.050561,0.027896,0.017768,566340000.000000,0,0.289009
2013-04-15,0.297610,1552.359985,430420000,4660130000,-0.020626,-0.022966,0.012579,0.006956,1,0.025059,0.031377,0.002340,0.015378,587092000.000000,0,0.487487
2013-04-16,0.300860,1574.569946,468844000,3654700000,0.010920,0.014307,0.012696,0.007355,0,-0.020626,0.026129,-0.003387,0.014713,604744000.000000,0,0.583854
2013-04-17,0.296913,1552.010010,532948000,4250310000,-0.013118,-0.014328,0.012793,0.007691,0,0.010920,-0.003119,0.001210,0.014836,634396000.000000,0,0.607415
2013-04-18,0.291110,1541.609985,402548000,3890800000,-0.019546,-0.006701,0.013284,0.007794,1,-0.013118,-0.018010,-0.012845,0.016657,521061600.000000,0,0.604202
2013-04-19,0.291806,1555.250000,303028000,3569870000,0.002392,0.008848,0.013291,0.007954,1,-0.019546,-0.039723,-0.006456,0.015846,427557600.000000,0,0.655292
2013-04-22,0.292270,1562.500000,245568000,2979880000,0.001591,0.004662,0.013262,0.007957,1,0.002392,-0.017943,-0.003071,0.015801,390587200.000000,0,0.676031
2013-04-23,0.299931,1578.780029,376948000,3565150000,0.026211,0.010419,0.014013,0.008155,1,0.001591,-0.003088,0.015792,0.017117,372208000.000000,0,0.708200
2013-04-24,0.310145,1578.790039,556556000,3598240000,0.034056,0.000006,0.015280,0.008137,1,0.026211,0.044565,0.034050,0.019508,376929600.000000,0,0.581991
2013-04-25,0.312699,1585.160034,353224000,3908580000,0.008233,0.004035,0.015323,0.008161,0,0.034056,0.074161,0.004198,0.019279,367064800.000000,0,0.614539
2013-04-26,0.311306,1582.239990,324332000,3198620000,-0.004454,-0.001842,0.015366,0.008119,1,0.008233,0.066825,-0.002612,0.018183,371325600.000000,0,0.685988
2013-04-29,0.315020,1593.609985,269712000,2891200000,0.011931,0.007186,0.015344,0.008201,1,-0.004454,0.077839,0.004745,0.016396,376154400.000000,0,0.591212
2013-04-30,0.319663,1597.569946,276712000,3745070000,0.014739,0.002485,0.015391,0.008121,0,0.011931,0.065788,0.012254,0.016572,356107200.000000,0,0.614552
2013-05-01,0.316878,1582.699951,341316000,3530320000,-0.008715,-0.009308,0.015447,0.008316,1,0.014739,0.021709,0.000593,0.016052,313059200.000000,0,0.583145
2013-05-02,0.320592,1597.589966,323480000,3366950000,0.011722,0.009408,0.015441,0.008397,1,-0.008715,0.025242,0.002314,0.013170,307110400.000000,0,0.425274
2013-05-03,0.321985,1614.420044,293864000,3603910000,0.004345,0.010535,0.015020,0.008393,0,0.011722,0.034304,-0.006190,0.013062,301016800.000000,0,0.417319
2013-05-06,0.321056,1617.500000,217116000,3062240000,-0.002884,0.001908,0.015068,0.008325,0,0.004345,0.019161,-0.004792,0.013452,290497600.000000,0,0.443805
2013-05-07,0.316878,1625.959961,448068000,3309580000,-0.013015,0.005230,0.015282,0.008307,1,-0.002884,-0.008712,-0.018245,0.013759,324768800.000000,0,0.223695
2013-05-08,0.322681,1632.689941,334032000,3554700000,0.018315,0.004139,0.015512,0.008240,1,-0.013015,0.018313,0.014176,0.010702,323312000.000000,0,0.482650
2013-05-09,0.322913,1626.670044,566800000,3457400000,0.000720,-0.003687,0.015440,0.008286,1,0.018315,0.007240,0.004407,0.010637,371976000.000000,0,0.478608
2013-05-10,0.337538,1633.699951,861136000,3086470000,0.045291,0.004322,0.017146,0.008289,0,0.000720,0.048303,0.040969,0.016590,485430400.000000,0,0.324591
2013-05-13,0.330574,1633.770020,289812000,2910600000,-0.020633,0.000043,0.016369,0.008219,1,0.045291,0.029646,-0.020676,0.018830,499969600.000000,0,0.345097
2013-05-14,0.335449,1650.339966,454140000,3457790000,0.014748,0.010142,0.016208,0.008345,1,-0.020633,0.058606,0.004606,0.018831,501184000.000000,0,0.388637
2013-05-15,0.341253,1658.780029,313172000,3657440000,0.017301,0.005114,0.015986,0.008037,0,0.014748,0.057555,0.012187,0.018522,497012000.000000,0,0.303841
2013-05-16,0.339628,1650.469971,308368000,3513130000,-0.004762,-0.005010,0.016104,0.008135,1,0.017301,0.051763,0.000248,0.018844,445325600.000000,0,0.352434
2013-05-17,0.345199,1667.469971,312116000,3440710000,0.016405,0.010300,0.016087,0.008187,0,-0.004762,0.022697,0.006105,0.019114,335521600.000000,0,0.447079
2013-05-20,0.344503,1666.290039,236380000,3275080000,-0.002018,-0.000708,0.016080,0.008172,1,0.016405,0.042136,-0.001310,0.019066,324835200.000000,0,0.461728
2013-05-21,0.348119,1669.160034,357784000,3513560000,0.010498,0.001722,0.015992,0.008168,0,-0.002018,0.037770,0.008776,0.017691,305564000.000000,0,0.562108
2013-05-22,0.335987,1655.349976,480404000,4361020000,-0.034852,-0.008274,0.017508,0.008151,1,0.010498,-0.015431,-0.026578,0.022193,339010400.000000,0,0.704689
2013-05-23,0.341353,1650.510010,393884000,3945510000,0.015972,-0.002924,0.017554,0.008179,0,-0.034852,0.005079,0.018896,0.022445,356113600.000000,0,0.647827
2013-05-24,0.339253,1649.599976,283304000,2758080000,-0.006151,-0.000551,0.017237,0.008150,0,0.015972,-0.017225,-0.005600,0.017801,350351200.000000,0,0.707959
2013-05-28,0.339020,1660.060059,279300000,3457400000,-0.000687,0.006341,0.016636,0.006786,0,-0.006151,-0.015916,-0.007028,0.016197,358935200.000000,0,0.708089
2013-05-29,0.336920,1648.359985,335052000,3587140000,-0.006195,-0.007048,0.016701,0.006596,1,-0.000687,-0.032170,0.000853,0.015807,354388800.000000,0,0.682121
2013-05-30,0.341353,1654.410034,284504000,3498620000,0.013158,0.003670,0.016464,0.005882,0,-0.006195,0.015971,0.009488,0.015368,315208800.000000,0,0.666767
2013-05-31,0.337620,1630.739990,577508000,4099600000,-0.010936,-0.014307,0.016097,0.006416,0,0.013158,-0.010936,0.003371,0.015707,351933600.000000,0,0.650174
2013-06-03,0.337153,1640.420044,444468000,3952070000,-0.001382,0.005936,0.016133,0.006329,1,-0.010936,-0.006190,-0.007318,0.014546,384166400.000000,0,0.532907
2013-06-04,0.337620,1631.380005,363676000,3653840000,0.001384,-0.005511,0.016134,0.006442,0,-0.001382,-0.004130,0.006895,0.014592,401041600.000000,0,0.508942
2013-06-05,0.330387,1608.900024,464520000,3632350000,-0.021424,-0.013780,0.016312,0.006787,1,0.001384,-0.019390,-0.007644,0.015058,426935200.000000,0,0.571806
2013-06-06,0.332487,1622.560059,341044000,3547380000,0.006356,0.008490,0.015265,0.006934,1,-0.021424,-0.025973,-0.002134,0.011145,438243200.000000,0,0.625357
2013-06-07,0.337153,1643.380005,274584000,3371990000,0.014035,0.012832,0.015377,0.007249,0,0.006356,-0.001383,0.001203,0.010830,377658400.000000,0,0.823442
2013-06-10,0.336920,1642.810059,224148000,2978730000,-0.000692,-0.000347,0.015333,0.007232,0,0.014035,-0.000691,-0.000345,0.010688,333594400.000000,0,0.833394
2013-06-11,0.330620,1626.130005,296336000,3435710000,-0.018698,-0.010153,0.015716,0.007433,0,-0.000692,-0.020733,-0.008545,0.012119,320126400.000000,0,0.865705
2013-06-12,0.327820,1612.520020,312588000,3202550000,-0.008469,-0.008370,0.015624,0.007606,1,-0.018698,-0.007770,-0.000099,0.012218,289740000.000000,0,0.869028
2013-06-13,0.335287,1636.359985,236256000,3378620000,0.022776,0.014784,0.016005,0.007821,0,-0.008469,0.008421,0.007992,0.013870,268782400.000000,0,0.914911
2013-06-14,0.334820,1626.729980,236012000,2939400000,-0.001392,-0.005885,0.015910,0.007762,1,0.022776,-0.006920,0.004493,0.013487,261068000.000000,0,0.911697
2013-06-17,0.338086,1639.040039,255336000,3137080000,0.009756,0.007567,0.015973,0.007649,0,-0.001392,0.003461,0.002189,0.013883,267305600.000000,0,0.940565
2013-06-18,0.335987,1651.810059,486772000,3120980000,-0.006211,0.007791,0.016017,0.007760,1,0.009756,0.016233,-0.014002,0.014028,305392800.000000,0,0.896660
2013-06-19,0.346253,1628.930054,1159588000,3545060000,0.030556,-0.013851,0.016607,0.008151,0,-0.006211,0.056229,0.044407,0.014969,474792800.000000,1,0.273891
2013-06-20,0.336920,1588.189941,628696000,4858850000,-0.026954,-0.025010,0.017222,0.009307,0,0.030556,0.004870,-0.001944,0.017987,553280800.000000,0,0.525669
2013-06-21,0.336453,1592.430054,714228000,5797280000,-0.001385,0.002670,0.017230,0.009314,0,-0.026954,0.004877,-0.004055,0.017443,648924000.000000,0,0.469168
2013-06-24,0.329453,1573.089966,580772000,4733660000,-0.020805,-0.012145,0.015586,0.009493,1,-0.001385,-0.025535,-0.008660,0.018641,714011200.000000,0,0.510109
2013-06-25,0.331787,1588.030029,457360000,3761170000,0.007082,0.009497,0.015179,0.009691,0,-0.020805,-0.012500,-0.002415,0.017854,708128800.000000,0,0.499853
2013-06-26,0.329920,1603.260010,579752000,3558340000,-0.005626,0.009590,0.014962,0.009670,0,0.007082,-0.047171,-0.015216,0.017717,592161600.000000,0,0.427842
2013-06-27,0.326887,1613.199951,808036000,3364540000,-0.009194,0.006200,0.014657,0.009695,1,-0.005626,-0.029779,-0.015394,0.016120,628029600.000000,0,0.259435
2013-06-28,0.327587,1606.280029,431536000,4977190000,0.002141,-0.004290,0.014655,0.009686,1,-0.009194,-0.026351,0.006431,0.016183,571491200.000000,0,0.254331
2013-07-01,0.328987,1614.959961,199524000,3104690000,0.004273,0.005404,0.014319,0.009531,0,0.002141,-0.001414,-0.001131,0.015827,495241600.000000,0,0.226406
2013-07-02,0.328753,1614.079956,256392000,3317130000,-0.000709,-0.000545,0.014320,0.009531,1,0.004273,-0.009144,-0.000164,0.015784,455048000.000000,0,0.259646
2013-07-03,0.329687,1615.410034,140388000,1966050000,0.002839,0.000824,0.014167,0.009524,1,-0.000709,-0.000706,0.002015,0.011182,367175200.000000,0,0.792146
2013-07-05,0.332253,1631.890015,184684000,2634140000,0.007785,0.010202,0.012800,0.009637,0,0.002839,0.016415,-0.002417,0.008658,242504800.000000,0,0.612662
2013-07-08,0.330620,1640.459961,262084000,3514590000,-0.004915,0.005252,0.012448,0.009680,1,0.007785,0.009259,-0.010167,0.008731,208614400.000000,0,0.589510
2013-07-09,0.332253,1652.319946,157364000,3155360000,0.004940,0.007230,0.012455,0.009772,1,-0.004915,0.009927,-0.002290,0.005769,200182400.000000,0,0.078766
2013-07-10,0.336687,1652.619995,208468000,3011010000,0.013343,0.000182,0.012713,0.009701,1,0.004940,0.024134,0.013161,0.006771,190597600.000000,0,-0.214965
2013-07-11,0.341353,1675.020020,239832000,3446340000,0.013860,0.013554,0.012910,0.009920,1,0.013343,0.035385,0.000306,0.007281,210486400.000000,0,0.249367
2013-07-12,0.341586,1680.189941,216360000,3039070000,0.000684,0.003086,0.012687,0.009914,0,0.013860,0.028090,-0.002402,0.005920,216821600.000000,0,0.411161
2013-07-15,0.340886,1682.500000,201332000,2623200000,-0.002049,0.001375,0.012524,0.009508,1,0.000684,0.031051,-0.003424,0.006239,204671200.000000,0,0.455292
2013-07-16,0.342753,1676.260010,162560000,3081710000,0.005476,-0.003709,0.012553,0.009501,0,-0.002049,0.031602,0.009185,0.006257,205710400.000000,0,0.357381
2013-07-17,0.340886,1680.910034,166100000,3153440000,-0.005446,0.002774,0.012600,0.009433,0,0.005476,0.012472,-0.008220,0.006818,197236800.000000,0,0.309200
2013-07-18,0.339486,1689.369995,344488000,3452370000,-0.004107,0.005033,0.011946,0.009030,0,-0.005446,-0.005469,-0.009140,0.007250,218168000.000000,0,0.276168
2013-07-19,0.332253,1692.089966,480532000,3302580000,-0.021306,0.001610,0.012567,0.008938,0,-0.004107,-0.027323,-0.022916,0.010295,271002400.000000,0,0.250853
2013-07-22,0.332020,1695.530029,292384000,2779130000,-0.000702,0.002033,0.012287,0.008677,0,-0.021306,-0.026009,-0.002735,0.010154,289212800.000000,0,0.280132
2013-07-23,0.331553,1692.390015,246792000,3096180000,-0.001406,-0.001852,0.012288,0.008690,0,-0.000702,-0.032677,0.000446,0.010041,306059200.000000,0,0.248643
2013-07-24,0.331553,1685.939941,284252000,3336120000,0.000000,-0.003811,0.011796,0.008483,1,-0.001406,-0.027379,0.003811,0.008864,329689600.000000,0,0.320193
2013-07-25,0.332720,1690.250000,243320000,3322500000,0.003518,0.002556,0.011696,0.008289,0,0.000000,-0.019930,0.000962,0.007347,309456000.000000,0,-0.291563
2013-07-26,0.331320,1691.650024,227360000,2762770000,-0.004207,0.000828,0.010942,0.007906,0,0.003518,-0.002808,-0.005035,0.007271,258821600.000000,0,-0.346543
2013-07-29,0.330620,1685.329956,179540000,2840520000,-0.002112,-0.003736,0.010945,0.007850,1,-0.004207,-0.004217,0.001624,0.007270,236252800.000000,0,-0.336790
2013-07-30,0.336220,1685.959961,266076000,3320530000,0.016937,0.000374,0.011248,0.007758,1,-0.002112,0.014076,0.016563,0.009362,240109600.000000,0,-0.156501
2013-07-31,0.336920,1685.729980,270160000,3847390000,0.002082,-0.000136,0.011195,0.007652,1,0.016937,0.016187,0.002218,0.009347,237291200.000000,0,-0.131962
2013-08-01,0.341586,1706.869995,277648000,3775170000,0.013850,0.012541,0.009980,0.007435,1,0.002082,0.026647,0.001309,0.010379,244156800.000000,0,0.354405
2013-08-02,0.344386,1709.670044,209628000,3136630000,0.008197,0.001640,0.008742,0.005483,1,0.013850,0.039436,0.006557,0.007122,240610400.000000,0,0.573580
2013-08-05,0.346019,1707.140015,185188000,2529300000,0.004743,-0.001480,0.008762,0.005531,0,0.008197,0.046576,0.006223,0.006961,241740000.000000,0,0.591968
2013-08-06,0.340886,1697.369995,206608000,3141210000,-0.014835,-0.005723,0.008306,0.005054,0,0.004743,0.013878,-0.009112,0.009116,229846400.000000,0,0.665356
2013-08-07,0.340653,1690.910034,244380000,3010230000,-0.000684,-0.003806,0.008236,0.005007,1,-0.014835,0.011080,0.003122,0.009142,224690400.000000,0,0.670253
2013-08-08,0.342986,1697.479980,345696000,3271660000,0.006849,0.003885,0.008210,0.004818,0,-0.000684,0.004099,0.002964,0.009234,238300000.000000,0,0.682246
2013-08-09,0.338086,1691.420044,906224000,2957670000,-0.014286,-0.003570,0.008483,0.004849,0,0.006849,-0.018293,-0.010716,0.010571,377619200.000000,1,0.714428
2013-08-12,0.335287,1689.469971,257568000,2789160000,-0.008282,-0.001153,0.008653,0.004750,1,-0.014286,-0.031016,-0.007129,0.011013,392095200.000000,0,0.700474
2013-08-13,0.336453,1694.160034,197468000,3035560000,0.003480,0.002776,0.008643,0.004704,1,-0.008282,-0.013004,0.000704,0.009649,390267200.000000,0,0.804423
2013-08-14,0.350686,1685.390015,828508000,2871430000,0.042302,-0.005177,0.011486,0.004850,1,0.003480,0.029452,0.047479,0.016507,507092800.000000,0,0.178068
2013-08-15,0.353019,1661.319946,723616000,3426690000,0.006654,-0.014282,0.011515,0.005638,1,0.042302,0.029252,0.020936,0.016190,582676800.000000,0,-0.041209
2013-08-16,0.354419,1655.829956,660456000,3211450000,0.003966,-0.003305,0.011473,0.005408,0,0.006654,0.048310,0.007271,0.016106,533523200.000000,0,-0.075091
2013-08-19,0.348819,1646.060059,393432000,2904530000,-0.015800,-0.005900,0.011872,0.005454,1,0.003966,0.040359,-0.009900,0.017135,560696000.000000,0,-0.020104
2013-08-20,0.350578,1652.349976,234192000,2994090000,0.005042,0.003821,0.011873,0.005335,0,-0.015800,0.041982,0.001221,0.016232,568040800.000000,0,-0.046301
2013-08-21,0.348937,1642.800049,261540000,2932180000,-0.004682,-0.005780,0.011727,0.005438,1,0.005042,-0.004987,0.001098,0.016379,454647200.000000,0,-0.022367
2013-08-22,0.350812,1656.959961,129016000,2537460000,0.005376,0.008619,0.011513,0.005071,0,-0.004682,-0.006252,-0.003243,0.016342,335727200.000000,0,-0.015103
2013-08-23,0.350812,1663.500000,245120000,2582670000,0.000000,0.003947,0.011514,0.005093,1,0.005376,-0.010177,-0.003947,0.015316,252660000.000000,0,-0.065043
2013-08-26,0.351516,1656.780029,300152000,2430670000,0.002006,-0.004040,0.011502,0.005127,0,0.000000,0.007732,0.006046,0.014749,234004000.000000,0,-0.052241
2013-08-27,0.347061,1630.479980,277464000,3219190000,-0.012675,-0.015874,0.011738,0.005823,0,0.002006,-0.010032,0.003199,0.015764,242658400.000000,0,0.158617
2013-08-28,0.347061,1634.959961,318824000,2784010000,0.000000,0.002748,0.011685,0.005823,0,-0.012675,-0.005376,-0.002748,0.007748,254115200.000000,0,0.432079
2013-08-29,0.346357,1638.170044,276216000,2527550000,-0.002027,0.001963,0.011662,0.005741,0,0.000000,-0.012699,-0.003990,0.007265,283555200.000000,0,0.731269
2013-08-30,0.345888,1632.969971,378120000,2734300000,-0.001354,-0.003174,0.010906,0.005732,1,-0.002027,-0.014036,0.001820,0.006979,310155200.000000,0,0.785234
2013-09-03,0.346123,1639.770020,284680000,3731610000,0.000678,0.004164,0.010900,0.005786,1,-0.001354,-0.015342,-0.003486,0.005180,307060800.000000,0,0.874171
2013-09-04,0.349406,1653.079956,222080000,3312150000,0.009485,0.008117,0.010983,0.006023,1,0.000678,0.006757,0.001368,0.005877,295984000.000000,0,0.883121
2013-09-05,0.350343,1655.079956,174904000,2957110000,0.002684,0.001210,0.010978,0.006005,0,0.009485,0.009457,0.001474,0.005729,267200000.000000,0,0.868488
2013-09-06,0.348937,1655.170044,226756000,3123880000,-0.004016,0.000054,0.011026,0.005977,1,0.002684,0.007449,-0.004070,0.005594,257308000.000000,0,0.832175
2013-09-09,0.354799,1671.709961,246408000,3102780000,0.016801,0.009993,0.011305,0.006283,1,-0.004016,0.025763,0.006808,0.007840,230965600.000000,0,0.857773
2013-09-10,0.362303,1683.989990,292132000,3691800000,0.021150,0.007346,0.011777,0.006403,1,0.016801,0.046746,0.013804,0.010086,232456000.000000,0,0.835904
2013-09-11,0.368400,1689.130005,396164000,3135460000,0.016828,0.003052,0.011772,0.006427,0,0.021150,0.054361,0.013776,0.009248,267272800.000000,0,0.734627
2013-09-12,0.368166,1683.420044,303808000,3106290000,-0.000636,-0.003380,0.011791,0.006459,1,0.016828,0.050873,0.002744,0.009296,293053600.000000,0,0.747324
2013-09-13,0.370511,1687.989990,159696000,2736500000,0.006369,0.002715,0.011632,0.006035,1,-0.000636,0.061828,0.003654,0.008864,279641600.000000,0,0.762403
2013-09-16,0.370745,1697.599976,231412000,3079800000,0.000633,0.005693,0.011593,0.006125,1,0.006369,0.044944,-0.005060,0.008681,276642400.000000,0,0.657791
2013-09-17,0.371918,1704.760010,168608000,2774240000,0.003163,0.004218,0.011586,0.006173,1,0.000633,0.026539,-0.001055,0.008514,251937600.000000,0,0.672059
2013-09-18,0.375201,1725.520020,268168000,3989760000,0.008827,0.012178,0.011165,0.006462,0,0.003163,0.018461,-0.003351,0.008497,226338400.000000,0,0.594127
2013-09-19,0.373559,1722.339966,227572000,3740130000,-0.004375,-0.001843,0.011230,0.006426,0,0.008827,0.014648,-0.002532,0.009178,211091200.000000,0,0.648927
2013-09-20,0.370276,1709.910034,356036000,5074030000,-0.008788,-0.007217,0.011413,0.006551,0,-0.004375,-0.000634,-0.001571,0.009881,250359200.000000,0,0.732328
2013-09-23,0.366759,1701.839966,271244000,3126950000,-0.009500,-0.004720,0.011200,0.006577,1,-0.008788,-0.010751,-0.004780,0.010182,258325600.000000,0,0.736728
2013-09-24,0.368166,1697.420044,229732000,3268930000,0.003837,-0.002597,0.011004,0.006593,1,-0.009500,-0.010088,0.006434,0.008076,270550400.000000,0,0.681945
2013-09-25,0.368635,1692.770020,233156000,3148730000,0.001274,-0.002739,0.011010,0.006595,0,0.003837,-0.017500,0.004013,0.006075,263548000.000000,0,0.769879
2013-09-26,0.367462,1698.670044,148816000,2813930000,-0.003181,0.003485,0.008199,0.006550,0,0.001274,-0.016321,-0.006666,0.006161,247796800.000000,0,0.732410
2013-09-27,0.365352,1691.750000,151920000,2951700000,-0.005743,-0.004074,0.008247,0.006010,0,-0.003181,-0.013298,-0.001669,0.005918,206973600.000000,0,0.766481
2013-09-30,0.364883,1681.550049,226640000,3308630000,-0.001284,-0.006029,0.008242,0.006092,0,-0.005743,-0.005115,0.004745,0.005876,198052800.000000,0,0.732644
2013-10-01,0.364648,1695.000000,226976000,3238690000,-0.000643,0.007999,0.007617,0.006114,0,-0.001284,-0.009555,-0.008642,0.005654,197501600.000000,0,0.660415
2013-10-02,0.364414,1693.869995,162036000,3148600000,-0.000643,-0.000667,0.007597,0.006098,0,-0.000643,-0.011450,0.000024,0.004271,183277600.000000,0,0.368944
2013-10-03,0.360662,1678.660034,436768000,3279650000,-0.010296,-0.008979,0.007816,0.006244,1,-0.000643,-0.018505,-0.001317,0.004866,240868000.000000,0,0.507817
2013-10-04,0.365586,1690.500000,246228000,2880270000,0.013654,0.007053,0.008111,0.006182,0,-0.010296,0.000640,0.006601,0.006903,259729600.000000,0,0.634552
2013-10-07,0.365586,1676.119995,169952000,2678490000,0.000000,-0.008506,0.008111,0.006371,0,0.013654,0.001927,0.008506,0.006267,248392000.000000,0,0.550025
2013-10-08,0.362538,1655.449951,290712000,3569230000,-0.008339,-0.012332,0.008303,0.006734,0,0.000000,-0.005786,0.003993,0.006550,261139200.000000,0,0.651963
